Time,P_H2_In,F-H-735,F-H-725,dP_HS,dP_NS,F_H2O,F_H2O_kg/s,dP_H2O,T_HS_In,T_HS_Out,T_NS_In,T_NS_Out,T_H2O_In,T_H2O_Out
[s],[bar],[kg/h],[kg/h],[bar],[bar],[m**3/h],[kg/s],[bar],[K],[K],[K],[K],[degC],[degC]
1473,48.02,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,181.84,310.12,262.74,305.26,37.1,36.1
1474,48.02,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,182.07,310.12,262.79,305.26,37.2,36.1
1475,48.02,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,182.16,310.12,262.87,305.29,37.1,36.1
1476,48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,182.24,310.09,262.87,305.29,37.2,36.1
1477,47.95,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,182.49,310.12,262.89,305.29,37.2,36.1
1478,47.95,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,182.54,310.15,262.99,305.31,37.1,36.1
1479,47.95,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,182.73,310.17,263.07,305.31,37.2,36.1
1480,47.93,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,182.81,310.15,263.1,305.29,37.2,36.1
1481,47.93,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,183.06,310.15,263.17,305.37,37.2,36.1
1482,47.88,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,183.18,310.17,263.25,305.37,37.2,36.1
1483,47.9,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,183.28,310.17,263.25,305.37,37.2,36.1
1484,47.9,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,183.48,310.15,263.35,305.37,37.2,36.1
1485,47.88,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,183.55,310.15,263.38,305.39,37.2,36.1
1486,47.85,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,183.68,310.15,263.38,305.37,37.2,36.1
1487,47.82,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,183.87,310.15,263.43,305.37,37.1,36.1
1488,47.82,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,183.97,310.15,263.5,305.39,37.2,36.1
1489,47.8,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,184.1,310.17,263.5,305.42,37.2,36.1
1490,47.82,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,184.2,310.17,263.55,305.42,37.2,36.1
1491,47.82,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,184.42,310.2,263.6,305.42,37.2,36.2
1492,47.8,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,184.52,310.17,263.63,305.42,37.2,36.1
1493,47.75,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,184.62,310.22,263.63,305.47,37.2,36.1
1494,47.75,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,184.82,310.22,263.73,305.47,37.2,36.1
1495,47.75,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,184.94,310.22,263.83,305.44,37.2,36.1
1496,47.75,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,185.01,310.25,263.83,305.47,37.2,36.1
1497,47.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,185.26,310.25,263.86,305.47,37.2,36.2
1498,47.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,185.34,310.22,263.91,305.5,37.2,36.1
1499,47.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.54,185.46,310.28,263.99,305.5,37.2,36.1
1500,47.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,185.66,310.25,263.99,305.5,37.2,36.1
1501,47.7,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,185.71,310.22,264.04,305.47,37.2,36.1
1502,47.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,185.76,310.25,264.09,305.52,37.2,36.1
1503,47.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,185.96,310.25,264.09,305.52,37.2,36.1
1504,47.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,186.06,310.22,264.19,305.52,37.2,36.2
1505,47.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.5,186.15,310.25,264.22,305.55,37.2,36.1
1506,47.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,186.25,310.25,264.22,305.55,37.2,36.2
1507,47.6,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,186.45,310.25,264.29,305.55,37.2,36.2
1508,47.6,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,186.53,310.25,264.34,305.57,37.2,36.1
1509,47.6,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,186.72,310.28,264.4,305.57,37.2,36.2
1510,47.6,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,186.82,310.28,264.4,305.57,37.2,36.1
1511,47.6,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,186.9,310.28,264.47,305.57,37.2,36.1
1512,47.6,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,187.02,310.28,264.52,305.57,37.2,36.2
1513,47.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,187.22,310.25,264.52,305.57,37.2,36.1
1514,47.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,187.32,310.25,264.57,305.57,37.2,36.2
1515,47.55,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,187.42,310.25,264.65,305.6,37.2,36.2
1516,47.55,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,187.59,310.28,264.65,305.62,37.2,36.2
1517,47.52,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,187.69,310.25,264.73,305.62,37.2,36.2
1518,47.48,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.5,187.82,310.28,264.75,305.62,37.3,36.1
1519,47.48,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,187.99,310.28,264.83,305.62,37.3,36.2
1520,47.48,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,188.09,310.28,264.83,305.65,37.3,36.2
1521,47.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,188.19,310.3,264.88,305.65,37.3,36.2
1522,47.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,188.34,310.33,264.93,305.68,37.3,36.2
1523,47.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,188.44,310.33,264.93,305.68,37.3,36.2
1524,47.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,188.51,310.33,264.96,305.68,37.3,36.2
1525,47.42,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,188.71,310.3,265.03,305.7,37.3,36.2
1526,47.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,188.83,310.33,265.06,305.68,37.3,36.2
1527,47.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,188.91,310.33,265.06,305.68,37.3,36.2
1528,47.37,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,189.01,310.33,265.13,305.7,37.3,36.2
1529,47.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,189.2,310.33,265.21,305.75,37.2,36.2
1530,47.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,189.3,310.33,265.21,305.73,37.2,36.2
1531,47.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,189.4,310.28,265.24,305.73,37.2,36.2
1532,47.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,189.6,310.3,265.29,305.73,37.2,36.2
1533,47.33,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,189.67,310.33,265.29,305.78,37.3,36.2
1534,47.33,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,189.8,310.33,265.34,305.78,37.3,36.2
1535,47.3,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,189.97,310.38,265.39,305.75,37.3,36.2
1536,47.3,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,190.05,310.35,265.39,305.75,37.3,36.2
1537,47.3,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,190.15,310.35,265.44,305.75,37.3,36.2
1538,47.25,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,190.35,310.35,265.49,305.78,37.3,36.2
1539,47.28,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,190.42,310.33,265.54,305.78,37.3,36.2
1540,47.28,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,190.52,310.35,265.54,305.78,37.3,36.2
1541,47.25,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,190.59,310.35,265.59,305.78,37.3,36.2
1542,47.22,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,190.84,310.38,265.67,305.81,37.3,36.2
1543,47.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,190.92,310.35,265.67,305.81,37.3,36.2
1544,47.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,190.92,310.35,265.72,305.81,37.3,36.2
1545,47.2,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,191.17,310.38,265.75,305.83,37.3,36.2
1546,47.17,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,191.24,310.33,265.75,305.83,37.3,36.2
1547,47.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,191.34,310.35,265.8,305.83,37.3,36.2
1548,47.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,191.49,310.38,265.87,305.86,37.3,36.2
1549,47.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,191.59,310.35,265.95,305.86,37.3,36.2
1550,47.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,191.69,310.38,265.95,305.88,37.3,36.2
1551,47.1,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,191.91,310.38,266,305.88,37.3,36.2
1552,47.1,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,192.01,310.43,266.05,305.88,37.3,36.2
1553,47.1,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,192.11,310.43,266.05,305.91,37.3,36.2
1554,47.1,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,192.29,310.43,266.15,305.91,37.3,36.2
1555,47.08,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,192.39,310.43,266.15,305.88,37.3,36.3
1556,47.08,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,192.54,310.43,266.15,305.91,37.3,36.3
1557,47.05,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,192.71,310.43,266.2,305.91,37.3,36.2
1558,47.02,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,192.78,310.43,266.28,305.88,37.3,36.2
1559,47.02,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,192.88,310.43,266.33,305.91,37.3,36.2
1560,47.02,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,193.08,310.43,266.33,305.93,37.3,36.2
1561,47,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,193.18,310.43,266.41,305.93,37.3,36.2
1562,47,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,193.23,310.43,266.46,305.93,37.3,36.2
1563,46.97,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,193.38,310.43,266.46,305.93,37.3,36.2
1564,46.97,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,193.56,310.43,266.51,305.93,37.3,36.2
1565,46.97,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,193.61,310.43,266.56,305.99,37.3,36.2
1566,46.93,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,193.68,310.43,266.64,305.99,37.3,36.2
1567,46.9,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,193.88,310.43,266.64,306.01,37.3,36.2
1568,46.9,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,193.98,310.43,266.69,306.01,37.3,36.2
1569,46.9,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,194.08,310.43,266.74,306.01,37.3,36.3
1570,46.88,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,194.25,310.48,266.74,306.04,37.4,36.3
1571,46.85,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,194.38,310.46,266.79,306.04,37.4,36.3
1572,46.85,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,194.48,310.48,266.87,306.04,37.3,36.3
1573,46.82,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,194.68,310.48,266.94,306.06,37.3,36.3
1574,46.82,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,194.75,310.48,266.94,306.06,37.3,36.3
1575,46.82,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,194.83,310.51,266.97,306.06,37.4,36.3
1576,46.82,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,195.05,310.48,267.05,306.09,37.3,36.3
1577,46.8,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,195.15,310.48,267.05,306.09,37.3,36.3
1578,46.77,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,195.2,310.48,267.1,306.09,37.3,36.2
1579,46.77,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,195.37,310.51,267.15,306.09,37.3,36.2
1580,46.77,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,195.47,310.46,267.2,306.12,37.3,36.3
1581,46.77,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,195.67,310.51,267.2,306.09,37.3,36.2
1582,46.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,195.75,310.48,267.25,306.09,37.4,36.3
1583,46.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,195.85,310.48,267.35,306.09,37.3,36.2
1584,46.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,196.02,310.51,267.35,306.14,37.3,36.3
1585,46.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,196.1,310.51,267.38,306.14,37.3,36.3
1586,46.7,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,196.2,310.48,267.43,306.12,37.3,36.3
1587,46.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,196.34,310.51,267.48,306.12,37.4,36.3
1588,46.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,196.44,310.51,267.48,306.14,37.4,36.3
1589,46.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,196.52,310.51,267.53,306.14,37.4,36.3
1590,46.65,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,196.69,310.51,267.56,306.12,37.4,36.3
1591,46.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,196.77,310.54,267.56,306.14,37.4,36.3
1592,46.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,196.87,310.54,267.58,306.14,37.4,36.3
1593,46.6,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,197.07,310.54,267.63,306.14,37.4,36.3
1594,46.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,197.17,310.54,267.66,306.14,37.4,36.3
1595,46.55,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,197.24,310.54,267.66,306.17,37.4,36.3
1596,46.55,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,197.41,310.54,267.73,306.17,37.3,36.3
1597,46.5,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,197.51,310.56,267.79,306.17,37.3,36.3
1598,46.5,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,197.61,310.54,267.79,306.17,37.4,36.3
1599,46.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,197.79,310.59,267.86,306.17,37.4,36.3
1600,46.48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,197.86,310.56,267.89,306.17,37.3,36.3
1601,46.48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,197.99,310.54,267.91,306.19,37.4,36.3
1602,46.48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,198.16,310.54,267.91,306.19,37.4,36.3
1603,46.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,198.26,310.54,267.99,306.19,37.4,36.3
1604,46.45,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,198.36,310.56,268.04,306.19,37.4,36.3
1605,46.43,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,198.54,310.56,268.04,306.24,37.4,36.3
1606,46.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,198.63,310.56,268.09,306.24,37.3,36.3
1607,46.37,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,198.71,310.59,268.19,306.24,37.4,36.3
1608,46.37,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,198.91,310.56,268.19,306.27,37.4,36.3
1609,46.35,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,198.93,310.56,268.19,306.27,37.4,36.3
1610,46.35,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,199.01,310.56,268.24,306.27,37.4,36.3
1611,46.35,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,199.18,310.54,268.32,306.27,37.4,36.3
1612,46.33,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,199.26,310.56,268.32,306.27,37.4,36.3
1613,46.3,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,199.38,310.56,268.37,306.27,37.4,36.3
1614,46.28,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,199.53,310.59,268.4,306.3,37.4,36.3
1615,46.28,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,199.63,310.56,268.47,306.3,37.4,36.3
1616,46.28,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,199.73,310.56,268.47,306.3,37.4,36.3
1617,46.25,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,199.93,310.54,268.5,306.3,37.4,36.3
1618,46.23,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,200,310.56,268.58,306.3,37.4,36.3
1619,46.23,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,200.1,310.59,268.58,306.3,37.4,36.3
1620,46.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,200.3,310.56,268.63,306.3,37.4,36.3
1621,46.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,200.4,310.64,268.7,306.32,37.4,36.3
1622,46.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,200.5,310.64,268.7,306.32,37.4,36.3
1623,46.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,200.7,310.61,268.7,306.35,37.4,36.3
1624,46.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,200.75,310.64,268.8,306.35,37.4,36.3
1625,46.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,200.85,310.64,268.83,306.37,37.4,36.3
1626,46.12,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,201.05,310.64,268.83,306.37,37.4,36.3
1627,46.12,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,201.15,310.64,268.91,306.37,37.4,36.3
1628,46.12,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,201.33,310.64,268.96,306.37,37.4,36.3
1629,46.12,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,201.43,310.64,269.01,306.37,37.4,36.3
1630,46.08,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,201.45,310.64,269.01,306.37,37.4,36.3
1631,46.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,201.65,310.61,269.06,306.37,37.4,36.4
1632,46.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,201.75,310.61,269.11,306.4,37.4,36.3
1633,46.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,201.85,310.64,269.11,306.4,37.4,36.3
1634,46,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.54,202.03,310.64,269.16,306.4,37.4,36.4
1635,46,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,202.13,310.64,269.21,306.4,37.4,36.4
1636,46,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,202.23,310.61,269.31,306.43,37.4,36.4
1637,46,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,202.38,310.66,269.31,306.43,37.4,36.4
1638,46,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,202.53,310.69,269.34,306.43,37.4,36.4
1639,45.97,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,202.6,310.66,269.42,306.43,37.5,36.4
1640,45.95,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,202.8,310.69,269.42,306.48,37.4,36.4
1641,45.95,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,202.9,310.64,269.47,306.48,37.4,36.4
1642,45.93,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,202.98,310.66,269.49,306.48,37.4,36.4
1643,45.95,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.5,203.15,310.66,269.52,306.43,37.5,36.4
1644,45.93,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.5,203.25,310.66,269.52,306.43,37.4,36.4
1645,45.93,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,203.35,310.64,269.59,306.43,37.4,36.4
1646,45.88,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,203.53,310.64,269.67,306.45,37.4,36.4
1647,45.9,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,203.63,310.69,269.67,306.48,37.4,36.4
1648,45.88,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,203.73,310.69,269.72,306.48,37.4,36.4
1649,45.88,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,203.9,310.66,269.75,306.5,37.4,36.4
1650,45.85,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,204,310.69,269.82,306.5,37.5,36.4
1651,45.83,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,204.07,310.72,269.82,306.5,37.4,36.4
1652,45.8,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,204.22,310.69,269.85,306.5,37.4,36.4
1653,45.8,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,204.32,310.72,269.93,306.5,37.4,36.4
1654,45.83,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,204.37,310.69,269.93,306.5,37.4,36.4
1655,45.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,204.6,310.72,269.95,306.5,37.4,36.4
1656,45.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,204.67,310.69,270.05,306.55,37.4,36.4
1657,45.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,204.75,310.72,270.11,306.53,37.4,36.4
1658,45.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,204.97,310.72,270.11,306.53,37.4,36.4
1659,45.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,205.05,310.72,270.16,306.55,37.4,36.4
1660,45.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,205.15,310.74,270.23,306.55,37.4,36.4
1661,45.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,205.35,310.74,270.23,306.55,37.5,36.4
1662,45.7,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,205.45,310.74,270.28,306.55,37.5,36.4
1663,45.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,205.5,310.74,270.31,306.58,37.4,36.4
1664,45.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,205.7,310.74,270.41,306.61,37.4,36.4
1665,45.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,205.77,310.74,270.41,306.61,37.5,36.4
1666,45.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,205.9,310.74,270.44,306.61,37.5,36.4
1667,45.63,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,206.07,310.74,270.49,306.61,37.4,36.5
1668,45.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,206.15,310.74,270.49,306.63,37.5,36.5
1669,45.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,206.25,310.77,270.54,306.63,37.5,36.4
1670,45.6,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,206.45,310.74,270.59,306.66,37.5,36.5
1671,45.55,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,206.52,310.74,270.59,306.66,37.5,36.5
1672,45.55,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,206.62,310.74,270.64,306.66,37.5,36.5
1673,45.52,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,206.82,310.74,270.72,306.63,37.5,36.5
1674,45.5,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,206.85,310.74,270.77,306.66,37.5,36.5
1675,45.5,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,206.95,310.74,270.77,306.66,37.5,36.4
1676,45.48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,207.1,310.74,270.85,306.66,37.5,36.5
1677,45.48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,207.25,310.74,270.85,306.68,37.5,36.4
1678,45.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,207.3,310.74,270.9,306.66,37.5,36.5
1679,45.45,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,207.5,310.77,270.9,306.66,37.5,36.5
1680,45.43,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,207.6,310.79,270.95,306.66,37.5,36.5
1681,45.43,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,207.72,310.77,270.97,306.68,37.5,36.5
1682,45.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,207.9,310.77,270.97,306.66,37.5,36.5
1683,45.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,207.95,310.77,271.03,306.66,37.5,36.5
1684,45.37,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,208.05,310.82,271.05,306.66,37.5,36.4
1685,45.35,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,208.25,310.79,271.05,306.66,37.5,36.5
1686,45.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,208.35,310.79,271.13,306.66,37.5,36.5
1687,45.35,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,208.44,310.77,271.15,306.68,37.5,36.5
1688,45.33,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,208.64,310.82,271.26,306.71,37.5,36.5
1689,45.3,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,208.74,310.79,271.26,306.66,37.5,36.5
1690,45.28,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,208.84,310.79,271.31,306.66,37.5,36.5
1691,45.28,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,209.04,310.77,271.36,306.71,37.5,36.5
1692,45.25,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,209.12,310.79,271.36,306.68,37.5,36.5
1693,45.23,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,209.24,310.82,271.41,306.68,37.5,36.5
1694,45.25,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,209.42,310.79,271.46,306.71,37.5,36.5
1695,45.25,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,209.52,310.79,271.51,306.71,37.5,36.4
