Dauer [s], Verbrauch [g/s], Mode [0=Parking. 1=Driving]
7887,0,0
2636,0.16125,1
836,0,0
1439,0.17832,1
23544,0,0
222,0.1055,1
106,0,0
3439,0.087562,1
44276,0,0
1308,0.10454,1
264,0,0
4775,0.05042,1
5475,0,0
1006,0.10053,1
3004,0,0
845,0.083052,1
10807,0,0
1897,0.12675,1
1559,0,0
1770,0.071497,1
253,0,0
284,0.10541,1
468,0,0
620,0.065773,1
51714,0,0
1708,0.073531,1
146,0,0
264,0.10566,1
234,0,0
6791,0.06716,1
5722,0,0
1135,0.093908,1
13570,0,0
1858,0.1476,1
1893,0,0
1016,0.11745,1
1185,0,0
668,0.09342,1
6145,0,0
540,0.13621,1
3500,0,0
516,0.12303,1
59786,0,0
2055,0.15625,1
1943,0,0
1094,0.16843,1
72713,0,0
1885,0.14842,1
18716,0,0
1165,0.20105,1
954,0,0
647,0.16591,1
50762,0,0
2715,0.081012,1
236,0,0
754,0.13979,1
462,0,0
1037,0.1357,1
188,0,0
5194,0.060831,1
23661,0,0
1555,0.13979,1
1930,0,0
1435,0.11943,1
48340,0,0
1010,0.13033,1
365,0,0
568,0.11012,1
209,0,0
1112,0.08814,1
4524,0,0
3990,0.083151,1
13546,0,0
1461,0.21855,1
59583,0,0
2260,0.097414,1
